MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
614,After offer,Comedy,1999,14-03-1999,USA," $14,34,400.15 "," $8,49,320.68 "," $15,54,187.06 "," $2,15,794.10 "," $4,06,793.77 ",6.2,59,2734,231,Roberto Underwood,Jessica Scott," $1,19,786.91 ",8.35%,flop,Good Performance
615,Gun wear action,Action,2003,18-06-2003,USA," $12,35,021.17 "," $39,32,058.14 "," $60,57,542.27 "," $4,47,273.33 "," $17,54,272.09 ",5.9,50,3969,1431,Brandon Fuller,Chelsea Armstrong," $48,22,521.10 ",390.48%,Hit,Average
616,See,Action,2009,14-02-2009,USA," $36,26,526.99 "," $74,36,596.17 "," $1,59,99,856.72 "," $13,24,263.20 "," $34,90,186.92 ",4.3,45,1102,98,Michael Richards,Christina Buchanan," $1,23,73,329.73 ",341.19%,Hit,Average
617,Benefit teacher,Comedy,1991,25-07-1991,China," $2,24,421.44 "," $2,79,070.74 "," $6,07,453.86 "," $55,302.09 "," $1,66,071.20 ",8.6,71,9944,938,Philip Simmons,Jamie Chavez," $3,83,032.42 ",170.68%,Hit,Excellent Performance
618,Price guy that,Action,2000,22-01-2000,USA," $9,68,188.89 "," $6,72,062.25 "," $9,68,188.89 "," $1,40,474.80 "," $4,00,882.36 ",3.9,54,1579,181,Jessica Singh,Daryl Douglas, $-   ,0.00%,Break_even,Average
619,Deal middle,Romance,2010,08-02-2010,USA," $4,33,88,397.16 "," $5,19,23,346.44 "," $8,79,68,312.67 "," $90,92,886.78 "," $2,82,57,891.67 ",9.4,93,22746,95,Philip Simmons,Danny Kline," $4,45,79,915.51 ",102.75%,Hit,Excellent Performance
620,Ago TV include,Romance,2024,27-08-2024,China," $1,27,76,727.71 "," $1,64,57,305.55 "," $3,97,24,460.02 "," $48,46,006.69 "," $73,95,182.33 ",6.5,73,7473,154,Janice Taylor,Christopher Hurst," $2,69,47,732.31 ",210.91%,Hit,Good Performance
621,Like represent,Action,1971,01-07-1971,USA," $50,21,294.95 "," $1,06,01,231.71 "," $1,60,80,039.61 "," $22,12,889.89 "," $52,89,678.63 ",10,100,1993,698,Suzanne Gonzalez,Daniel Hughes," $1,10,58,744.66 ",220.24%,Hit,Excellent Performance
622,Nor energy,Documentary,2020,28-11-2020,USA," $14,22,874.73 "," $6,22,403.38 "," $14,22,874.73 "," $89,465.11 "," $3,09,409.92 ",5.4,54,9678,144,Albert Phillips,Jamie Cunningham, $-   ,0.00%,Break_even,Average
623,Everybody raise,Thriller,2015,29-09-2015,Germany," $1,30,08,829.01 "," $1,39,91,492.56 "," $2,11,42,299.72 "," $41,97,232.30 "," $68,78,140.49 ",9.2,100,2285,30991,Jason Jones,Sandra Brown," $81,33,470.71 ",62.52%,flop,Excellent Performance
624,Their,Comedy,2002,05-02-2002,USA," $94,60,810.75 "," $87,91,053.38 "," $1,36,08,227.88 "," $17,06,941.98 "," $49,90,554.16 ",7,59,13717,50,Charlotte Williams,Christopher Benson," $41,47,417.13 ",43.84%,flop,Good Performance
625,Pass human,Comedy,1985,14-03-1985,USA," $50,25,755.30 "," $41,16,189.17 "," $90,25,866.53 "," $5,38,347.47 "," $20,45,815.26 ",8.8,95,18348,50,Elizabeth Lane,Greg Ball," $40,00,111.23 ",79.59%,flop,Excellent Performance
626,Much watch cold,Thriller,2014,30-11-2014,USA," $66,88,554.80 "," $71,20,813.47 "," $1,57,93,112.63 "," $7,85,628.72 "," $37,09,511.96 ",6,61,498,9304,Elizabeth Lane,Stephen Clark," $91,04,557.83 ",136.12%,Hit,Good Performance
627,Couple throw,Thriller,2012,16-09-2012,Japan," $26,02,055.02 "," $46,50,234.35 "," $90,12,758.18 "," $13,19,355.26 "," $24,58,246.39 ",5.8,64,1471,2428,Paul Rogers,Peter Sanders," $64,10,703.16 ",246.37%,Hit,Average
628,Culture institution ready,Action,1997,28-11-1997,USA," $4,21,04,986.32 "," $2,45,07,963.71 "," $4,21,04,986.32 "," $50,40,924.79 "," $1,18,66,701.22 ",5.4,41,3402,730,Joshua Morales,Joseph Leon, $-   ,0.00%,Break_even,Average
629,Know throughout world air,Comedy,2024,29-11-2024,USA," $5,25,91,787.68 "," $7,34,20,164.87 "," $15,50,76,942.10 "," $1,82,94,580.17 "," $4,32,71,641.40 ",8.6,77,1635,1664,Roberto Underwood,Alyssa Wolfe," $10,24,85,154.42 ",194.87%,Hit,Excellent Performance
630,School go get,Comedy,1980,17-11-1980,USA," $2,17,96,640.04 "," $1,41,55,163.59 "," $3,02,20,651.21 "," $34,22,885.42 "," $72,12,294.12 ",6.7,66,1608,756,Suzanne Gonzalez,Jeffrey Holloway," $84,24,011.17 ",38.65%,flop,Good Performance
631,Involve model,Comedy,1994,04-02-1994,USA," $22,83,172.89 "," $43,71,585.30 "," $65,58,752.82 "," $8,88,892.08 "," $25,17,332.92 ",4.8,48,24942,1340,Jennifer Miller,John Jones," $42,75,579.93 ",187.26%,Hit,Average
632,Million specific social,Action,2016,12-01-2016,USA," $22,58,403.16 "," $41,07,839.43 "," $69,78,982.71 "," $7,17,344.31 "," $22,57,475.38 ",7.1,68,2640,235,Benjamin Ray,Rebecca Mejia," $47,20,579.55 ",209.02%,Hit,Good Performance
633,Others buy,Drama,1994,04-09-1994,USA," $2,05,80,034.40 "," $1,98,37,964.13 "," $3,56,15,204.26 "," $27,35,572.27 "," $1,09,41,832.99 ",7.7,63,1581,10198,Tyler Sanchez,William Ramirez," $1,50,35,169.86 ",73.06%,flop,Good Performance
634,Everybody control,Drama,1990,14-02-1990,USA," $1,80,58,489.85 "," $2,98,14,117.72 "," $4,84,61,588.52 "," $88,05,464.61 "," $1,36,59,006.31 ",8.5,84,3196,5480,Brian Robinson,Brandon Davidson," $3,04,03,098.67 ",168.36%,Hit,Excellent Performance
635,Cup consider capital,Romance,1991,28-12-1991,USA," $1,25,423.99 "," $3,08,549.20 "," $6,00,466.25 "," $91,646.30 "," $1,51,586.90 ",6.5,66,5487,132,Kristina Moore,Duane Fletcher DDS," $4,75,042.26 ",378.75%,Hit,Good Performance
636,Trade score mention finally,Drama,1969,31-08-1969,USA," $37,51,881.97 "," $1,00,30,150.62 "," $1,52,54,117.29 "," $15,05,529.10 "," $47,87,198.81 ",7.7,88,16617,222,Jordan Orozco,Sydney Jordan," $1,15,02,235.32 ",306.57%,Hit,Good Performance
637,Different way,Horror,2011,29-08-2011,USA," $28,86,636.24 "," $17,56,198.60 "," $42,72,580.68 "," $2,75,504.28 "," $10,25,333.25 ",7.8,75,958,190,Kim Watkins,Julie Hoffman," $13,85,944.44 ",48.01%,flop,Good Performance
638,Smile story research,Sci-Fi,2002,24-07-2002,USA," $1,00,47,835.06 "," $54,93,465.30 "," $1,00,47,835.06 "," $14,04,729.74 "," $32,75,582.56 ",8.3,73,5190,621,Sara Higgins,Ronald Thompson DDS, $-   ,0.00%,Break_even,Excellent Performance
639,On tax,Sci-Fi,1951,30-01-1951,USA," $6,82,545.65 "," $8,70,402.35 "," $21,06,621.28 "," $1,14,630.75 "," $4,59,149.57 ",6.1,59,617,50,Jason Jones,Joshua Willis," $14,24,075.63 ",208.64%,Hit,Good Performance
640,Worry raise,Drama,1992,31-12-1992,USA," $20,46,831.72 "," $25,22,221.03 "," $44,15,778.99 "," $4,00,815.36 "," $12,50,709.88 ",6.1,58,3250,470,Janice Taylor,Valerie Dennis," $23,68,947.27 ",115.74%,Hit,Good Performance
641,Executive pressure,Documentary,1977,04-11-1977,USA," $2,40,87,056.68 "," $5,07,82,054.57 "," $8,83,15,089.71 "," $86,45,689.43 "," $2,95,62,464.46 ",7,66,1497,294,Darrell Carlson,Jeffrey Haley," $6,42,28,033.03 ",266.65%,Hit,Good Performance
642,Instead fact design,Comedy,1979,07-06-1979,USA," $17,25,621.59 "," $42,82,919.20 "," $63,85,888.25 "," $10,45,641.94 "," $25,45,925.29 ",6.2,68,5407,50,Melanie Olson,Lynn Pierce," $46,60,266.66 ",270.06%,Hit,Good Performance
643,Director final,Thriller,2011,11-07-2011,China," $1,00,000.00 "," $50,768.15 "," $1,00,000.00 "," $9,159.99 "," $23,069.16 ",6.2,60,4084,50,William Banks,Jeffrey Smith, $-   ,0.00%,Break_even,Good Performance
644,Show poor,Comedy,2012,03-02-2012,USA," $1,30,77,758.59 "," $95,98,124.23 "," $1,72,28,529.17 "," $13,28,032.60 "," $56,99,279.82 ",4.2,47,4870,50,Brian Robinson,Tami Miranda," $41,50,770.58 ",31.74%,flop,Average
645,Finally including forget,Comedy,2000,01-04-2000,USA," $17,85,606.07 "," $39,53,729.20 "," $65,83,485.28 "," $5,67,818.33 "," $17,85,467.05 ",7.3,88,113634,764,Karen Smith,Stephanie Moore," $47,97,879.21 ",268.70%,Hit,Good Performance
646,Consumer section,Drama,1983,20-10-1983,USA," $90,08,398.42 "," $1,30,54,440.26 "," $2,16,83,032.17 "," $29,56,516.26 "," $59,26,443.86 ",5.8,62,11262,140,Michael Ross,Melissa Cunningham," $1,26,74,633.75 ",140.70%,Hit,Average
647,Read perhaps customer,Drama,1975,08-07-1975,China," $14,61,308.34 "," $12,48,674.02 "," $22,76,379.56 "," $3,08,083.34 "," $5,34,707.42 ",5,57,1635,12211,Michael Ross,Olivia Allen," $8,15,071.22 ",55.78%,flop,Average
648,Per,Thriller,2020,03-10-2020,USA," $56,02,198.81 "," $46,66,530.03 "," $89,18,254.09 "," $5,08,968.21 "," $20,36,435.19 ",6.9,75,12345,1755,Diana Davis,Eric Cooper," $33,16,055.28 ",59.19%,flop,Good Performance
649,Capital room save,Documentary,1996,08-03-1996,Canada," $11,22,827.50 "," $35,97,352.55 "," $52,44,572.76 "," $5,47,623.90 "," $20,56,540.59 ",7.9,84,1600,489,Kristina Moore,Noah Harrison," $41,21,745.26 ",367.09%,Hit,Good Performance
650,Appear certain,Drama,1978,27-04-1978,UK," $60,89,310.14 "," $1,38,70,583.28 "," $2,45,98,717.91 "," $32,06,493.31 "," $81,77,332.04 ",6.8,73,935,451,Karen Smith,Jessica Scott," $1,85,09,407.77 ",303.97%,Hit,Good Performance
651,Piece growth add,Romance,1987,28-06-1987,South Korea," $18,61,141.75 "," $10,94,610.39 "," $18,61,141.75 "," $2,71,083.82 "," $6,47,660.37 ",6.4,60,23609,50,Courtney Reynolds,Becky Dean, $-   ,0.00%,Break_even,Good Performance
652,Class democratic,Action,2003,14-12-2003,USA," $23,00,739.89 "," $27,23,458.92 "," $67,93,883.77 "," $5,01,679.43 "," $11,52,643.49 ",8.7,100,831,525,Denise Horne,Stephanie Ferrell," $44,93,143.88 ",195.29%,Hit,Excellent Performance
653,Eye establish people,Action,2017,26-04-2017,USA," $2,21,23,696.64 "," $2,21,14,050.48 "," $4,66,53,792.00 "," $61,62,174.60 "," $94,52,055.16 ",5.8,58,855,2370,Amanda Cantrell,Andrew Walker PhD," $2,45,30,095.36 ",110.88%,Hit,Average
654,Finish write trouble,Horror,2017,13-04-2017,USA," $3,50,369.96 "," $2,26,903.42 "," $5,44,774.76 "," $51,379.28 "," $1,20,738.14 ",6.8,56,3605,50,Paul Rogers,Elizabeth Shannon," $1,94,404.80 ",55.49%,flop,Good Performance
655,Security exactly,Horror,1991,29-04-1991,USA," $11,14,550.06 "," $4,59,729.67 "," $11,14,550.06 "," $50,107.15 "," $2,49,595.66 ",9.5,88,662,50,Carolyn Schwartz,John Strickland, $-   ,0.00%,Break_even,Excellent Performance
656,Strong property call,Action,2007,13-11-2007,USA," $1,09,27,695.27 "," $55,77,298.75 "," $1,09,27,695.27 "," $9,72,435.18 "," $23,42,228.55 ",5.1,53,6158,92,Francisco Ford,Jamie Cunningham, $-   ,0.00%,Break_even,Average
657,Increase probably blue,Action,1996,30-12-1996,USA," $13,42,840.45 "," $20,81,727.35 "," $34,35,598.41 "," $3,59,244.86 "," $9,02,645.37 ",8.8,71,45548,70,Jacqueline Briggs,Brandon Mcguire," $20,92,757.96 ",155.85%,Hit,Excellent Performance
658,Open base,Documentary,2002,08-12-2002,Japan," $12,25,308.14 "," $15,97,676.55 "," $32,51,437.49 "," $3,50,350.31 "," $8,59,345.68 ",8.5,89,8081,1501,Amanda Cantrell,Jamie Cunningham," $20,26,129.35 ",165.36%,Hit,Excellent Performance
659,Today cold condition,Horror,1958,09-05-1958,USA," $2,28,54,581.28 "," $1,76,06,875.06 "," $2,73,49,701.87 "," $36,02,063.02 "," $1,03,87,652.61 ",7,72,3122,50,Daniel Rivera,Catherine Willis," $44,95,120.59 ",19.67%,flop,Good Performance
660,Whether guy,Drama,2013,01-08-2013,South Korea," $32,65,542.89 "," $22,60,330.41 "," $36,64,873.78 "," $5,47,452.21 "," $12,63,342.69 ",8,76,3743,60,Anthony Rowland,Sharon Riley," $3,99,330.89 ",12.23%,flop,Excellent Performance
661,Half strategy available,Drama,1979,29-04-1979,USA," $1,01,38,191.45 "," $54,06,550.51 "," $1,01,38,191.45 "," $14,78,373.80 "," $27,07,531.34 ",5.6,52,10895,690,Robert Hendricks,Sharon Rodriguez, $-   ,0.00%,Break_even,Average
662,His fly wear,Romance,1993,04-09-1993,India," $15,10,670.89 "," $8,77,276.63 "," $15,10,670.89 "," $88,784.46 "," $3,81,493.59 ",6.5,64,4882,73,Jessica Gonzalez,Tricia Thomas, $-   ,0.00%,Break_even,Good Performance
663,Suggest could,Comedy,1961,29-11-1961,USA," $39,81,790.15 "," $1,09,57,696.70 "," $1,60,32,805.20 "," $32,79,120.36 "," $60,89,766.36 ",6.2,67,28765,250,Michael Chung,Isaiah French," $1,20,51,015.05 ",302.65%,Hit,Good Performance
664,End after about,Drama,2022,15-06-2022,USA," $3,42,35,946.52 "," $1,95,25,150.78 "," $3,42,35,946.52 "," $58,00,198.03 "," $79,22,681.32 ",7.7,62,496,3912,Joshua Morales,Lauren Richards, $-   ,0.00%,Break_even,Good Performance
665,Reduce after,Drama,1999,29-06-1999,Canada," $1,99,14,227.78 "," $93,13,716.26 "," $1,99,14,227.78 "," $20,68,546.92 "," $43,12,120.97 ",8.2,73,2390,132,Melissa Hernandez,Alison Clark, $-   ,0.00%,Break_even,Excellent Performance
666,Family test,Action,2014,11-10-2014,Canada," $3,66,65,751.48 "," $7,03,54,554.81 "," $15,51,84,818.70 "," $1,43,45,915.52 "," $3,96,83,467.49 ",4.8,52,318,533,Rachel Hayes,Miss Jennifer Parsons," $11,85,19,067.22 ",323.24%,Hit,Average
667,Listen mean inside matter,Horror,2013,28-02-2013,France," $2,51,90,641.68 "," $1,21,85,578.09 "," $2,51,90,641.68 "," $20,21,917.71 "," $56,55,337.18 ",7.2,72,2858,187,Kim Watkins,Matthew Simmons, $-   ,0.00%,Break_even,Good Performance
668,Need man,Sci-Fi,1969,22-11-1969,USA," $50,09,383.78 "," $31,83,151.72 "," $50,09,383.78 "," $7,83,713.40 "," $14,50,836.78 ",8.4,85,32581,447,Rachel Hayes,Ryan Hood, $-   ,0.00%,Break_even,Excellent Performance
669,Need art man,Action,2023,04-11-2023,USA," $24,70,072.51 "," $63,68,072.75 "," $1,02,47,850.20 "," $18,12,769.63 "," $32,58,591.94 ",5.4,62,1218,624,David Rosales,Timothy George," $77,77,777.69 ",314.88%,Hit,Average
670,Course now,Action,1995,31-03-1995,Canada," $34,83,522.57 "," $43,12,332.30 "," $80,11,725.44 "," $11,21,708.88 "," $18,22,869.72 ",6.6,73,14789,1852,Brenda Smith,Heather Williams," $45,28,202.87 ",129.99%,Hit,Good Performance
671,Subject dark road,Action,2024,30-04-2024,India," $1,53,552.74 "," $2,87,891.03 "," $4,24,376.16 "," $36,637.09 "," $1,48,831.34 ",6.6,55,14990,806,Diane Skinner,Lisa Castro," $2,70,823.42 ",176.37%,Hit,Good Performance
672,Mrs step,Comedy,1991,09-09-1991,USA," $9,24,54,690.69 "," $4,33,13,882.52 "," $10,17,06,740.50 "," $47,88,164.58 "," $2,54,26,510.55 ",4.2,38,8210,590,Ryan Tate,Christopher Hurst," $92,52,049.81 ",10.01%,flop,Average
673,Maybe this through,Documentary,2010,15-05-2010,USA," $35,05,865.97 "," $1,11,44,151.74 "," $1,72,77,152.92 "," $22,03,482.83 "," $56,37,649.68 ",8.1,78,5111,20178,James Cross,Dalton Johnson," $1,37,71,286.95 ",392.81%,Hit,Excellent Performance
674,More forward under,Drama,1989,15-11-1989,China," $86,90,082.96 "," $65,37,659.50 "," $1,28,15,965.65 "," $17,25,313.88 "," $32,75,655.90 ",6.9,61,3136,1472,Benjamin Ray,Scott Anderson," $41,25,882.69 ",47.48%,flop,Good Performance
675,Pretty administration,Comedy,1965,25-05-1965,Canada," $78,74,426.09 "," $1,23,44,758.26 "," $2,29,22,334.20 "," $13,05,824.38 "," $57,56,722.10 ",9.2,89,760,188,Kevin Green,Anna Vasquez," $1,50,47,908.11 ",191.10%,Hit,Excellent Performance
676,Degree visit note exactly,Thriller,1963,22-06-1963,USA," $1,86,86,902.71 "," $3,54,88,149.86 "," $6,46,73,051.10 "," $1,04,73,896.49 "," $1,46,18,891.31 ",5.7,67,235,279,Lisa Atkins,Miss Jennifer Parsons," $4,59,86,148.39 ",246.09%,Hit,Average
677,Difference improve body,Horror,2010,21-01-2010,USA," $4,48,945.36 "," $8,65,152.64 "," $13,78,461.63 "," $2,43,082.85 "," $3,53,223.04 ",7,63,27807,375,Thomas Peterson,Joseph Gonzalez," $9,29,516.27 ",207.04%,Hit,Good Performance
678,Everyone art,Romance,1969,18-07-1969,USA," $1,20,93,534.24 "," $1,18,44,940.62 "," $1,71,47,388.74 "," $21,60,006.40 "," $53,17,734.42 ",6.2,54,1916,342,Amanda Cantrell,Logan Martin," $50,53,854.50 ",41.79%,flop,Good Performance
679,Real outside again,Comedy,1996,11-11-1996,USA," $2,78,24,003.43 "," $5,99,47,618.14 "," $12,89,35,506.30 "," $65,22,218.85 "," $2,56,14,529.75 ",8,92,1118,50,Jacqueline Briggs,Shawn Washington," $10,11,11,502.87 ",363.40%,Hit,Excellent Performance
680,Happen enough,Horror,2022,26-10-2022,USA," $54,77,206.19 "," $30,50,954.61 "," $54,77,206.19 "," $7,55,918.34 "," $18,01,224.00 ",6.2,61,2172,603,Roberto Underwood,Brooke Stanley, $-   ,0.00%,Break_even,Good Performance
681,Activity fish above,Comedy,1964,29-12-1964,USA," $82,60,531.33 "," $1,12,03,984.52 "," $2,04,91,133.14 "," $13,73,002.98 "," $56,03,145.95 ",7.6,86,140,235,Brandon Fuller,Samantha Vargas," $1,22,30,601.81 ",148.06%,Hit,Good Performance
682,Challenge important,Drama,2022,12-03-2022,USA," $8,89,448.96 "," $22,22,627.02 "," $33,22,091.04 "," $6,10,212.45 "," $12,25,870.81 ",10,100,4648,1274,Denise Horne,Brian Gentry," $24,32,642.08 ",273.50%,Hit,Excellent Performance
683,Coach lay,Horror,2023,30-01-2023,USA," $3,58,36,910.56 "," $4,49,03,754.48 "," $8,39,05,640.42 "," $49,58,703.07 "," $2,36,36,017.54 ",5.1,25,8212,50,Patricia Munoz,Richard Davis," $4,80,68,729.86 ",134.13%,Hit,Average
684,Station investment,Thriller,1957,03-05-1957,USA," $3,18,926.03 "," $8,46,868.29 "," $12,96,381.86 "," $1,75,729.75 "," $4,99,103.23 ",6.6,66,5418,50,Matthew Beck,Brittany James," $9,77,455.83 ",306.48%,Hit,Good Performance
685,Imagine brother,Horror,2025,19-12-2025,Canada," $22,13,020.44 "," $47,39,857.52 "," $95,38,858.04 "," $9,29,084.47 "," $26,74,914.15 ",7.6,91,4032,190,Jeffrey Myers MD,Adam Montes," $73,25,837.60 ",331.03%,Hit,Good Performance
686,Value enough,Action,2021,28-11-2021,USA," $92,02,342.38 "," $1,47,13,323.61 "," $2,27,49,199.36 "," $26,39,941.63 "," $70,66,853.00 ",5.5,64,2687,987,Gary Simmons,Mark Jones," $1,35,46,856.98 ",147.21%,Hit,Average
687,Race professional,Drama,1991,18-10-1991,USA," $2,28,11,046.93 "," $4,86,39,687.13 "," $7,17,11,102.24 "," $88,42,125.57 "," $2,39,02,632.42 ",5.1,40,922,50,Melissa Hernandez,Kristina Krause," $4,89,00,055.31 ",214.37%,Hit,Average
688,Rate now up,Comedy,1977,15-06-1977,USA," $90,43,566.86 "," $2,16,51,386.08 "," $3,19,84,174.09 "," $59,17,614.77 "," $91,97,406.54 ",6.8,59,498,172,Mrs. Hannah Campbell DDS,Jimmy Miller," $2,29,40,607.23 ",253.67%,Hit,Good Performance
689,Gun magazine,Comedy,2003,20-02-2003,USA," $32,40,672.99 "," $27,03,594.62 "," $39,19,847.25 "," $7,35,043.10 "," $12,90,577.91 ",3.6,31,709,88,Donna Hall,Lauren Horton," $6,79,174.26 ",20.96%,flop,Average
690,Institution,Comedy,1993,02-02-1993,USA," $3,77,549.11 "," $2,62,742.49 "," $6,49,692.40 "," $74,429.13 "," $1,50,472.09 ",6.1,60,2576,8332,Thomas Peterson,Sharon Rodriguez," $2,72,143.29 ",72.08%,flop,Good Performance
691,Fish feel,Comedy,1953,17-10-1953,Germany," $23,76,077.04 "," $23,02,995.60 "," $43,16,421.73 "," $4,15,373.07 "," $12,17,470.26 ",5.5,45,1753,8203,Nathan Bolton,Dustin Jackson," $19,40,344.69 ",81.66%,flop,Average
692,Hope guy science,Horror,2002,25-12-2002,USA," $17,99,190.75 "," $35,56,736.33 "," $51,38,208.27 "," $9,42,811.19 "," $16,16,433.80 ",6.6,54,113,4156,Donna Hall,Jamie Cunningham," $33,39,017.52 ",185.58%,Hit,Good Performance
693,Several share season,Romance,2012,15-07-2012,France," $1,24,01,016.69 "," $2,96,59,029.15 "," $4,25,23,529.69 "," $60,30,622.51 "," $1,59,99,879.30 ",6.6,84,2721,2894,Diana Davis,Stephanie Stokes," $3,01,22,513.00 ",242.90%,Hit,Good Performance
694,Difficult beautiful table,Horror,2011,02-04-2011,USA," $2,12,31,345.01 "," $5,71,72,413.69 "," $8,95,08,335.03 "," $64,58,985.72 "," $3,22,89,247.36 ",7.8,97,2118,441,Robin Hooper,Sheila Dunn," $6,82,76,990.02 ",321.59%,Hit,Good Performance
695,Lay anyone,Action,1955,07-02-1955,USA," $5,34,423.56 "," $15,81,884.61 "," $23,48,320.06 "," $4,61,405.98 "," $9,08,378.10 ",8.6,97,5352,3991,Brenda Smith,Christopher Patterson," $18,13,896.50 ",339.41%,Hit,Excellent Performance
696,Perform player argue,Action,2009,22-08-2009,Germany," $24,27,941.04 "," $20,59,419.12 "," $36,73,648.65 "," $5,63,714.96 "," $9,36,165.60 ",6.2,53,2419,768,Jessica Singh,Mckenzie Perez," $12,45,707.61 ",51.31%,flop,Good Performance
697,Group can security line,Comedy,1993,21-07-1993,USA," $47,70,312.20 "," $62,30,860.70 "," $1,39,91,065.72 "," $8,36,115.39 "," $32,98,532.83 ",4.4,43,7965,1079,Nicholas Murphy,Ashley Juarez," $92,20,753.52 ",193.29%,Hit,Average
698,Since close power whatever,Thriller,1988,09-09-1988,Australia," $14,13,093.72 "," $36,44,437.72 "," $62,26,523.45 "," $6,81,873.22 "," $21,51,511.47 ",5.9,55,626,101,Joseph Willis,Ashley Gilmore," $48,13,429.73 ",340.63%,Hit,Average
699,Sign only such,Romance,1994,20-01-1994,India," $2,20,273.53 "," $2,09,258.77 "," $3,94,203.32 "," $56,713.87 "," $1,24,157.40 ",7.2,71,25737,91,Brooke Morales,Jamie Chavez," $1,73,929.79 ",78.96%,flop,Good Performance
700,Tax former,Action,2022,27-07-2022,UK," $52,47,430.46 "," $27,75,328.02 "," $62,12,077.22 "," $5,90,716.95 "," $13,19,582.01 ",7.2,65,3900,68,Crystal Harris,Samantha Vargas," $9,64,646.76 ",18.38%,flop,Good Performance
701,According something become,Sci-Fi,2005,18-07-2005,USA," $14,89,279.96 "," $28,66,479.62 "," $50,24,209.37 "," $5,19,648.19 "," $13,11,368.33 ",4.5,53,1086,250,Janice Taylor,Heather Williams," $35,34,929.41 ",237.36%,Hit,Average
702,Certain partner trial,Action,1956,12-03-1956,USA," $2,16,98,890.48 "," $5,41,30,594.83 "," $8,08,38,631.49 "," $1,24,91,628.97 "," $2,98,88,713.24 ",8.9,100,1213,582,Christian Hernandez,Daniel Thompson," $5,91,39,741.01 ",272.55%,Hit,Excellent Performance
703,Space contain,Drama,2007,18-02-2007,USA," $32,36,706.12 "," $15,83,117.35 "," $33,36,772.16 "," $4,41,991.70 "," $8,66,459.22 ",4.5,48,295,135,Jerry Owens,Mark Morris," $1,00,066.04 ",3.09%,flop,Average
704,These democratic,Drama,1982,02-06-1982,USA," $53,73,621.20 "," $44,53,478.35 "," $68,37,553.75 "," $8,96,931.35 "," $19,91,404.70 ",7.5,65,17217,2080,Vanessa Fox,David Hart," $14,63,932.55 ",27.24%,flop,Good Performance
705,Live really form,Comedy,1984,11-10-1984,USA," $2,77,73,565.87 "," $1,85,20,870.60 "," $3,15,50,287.69 "," $31,15,742.79 "," $81,46,704.78 ",5.6,48,7638,449,Jason Jones,Lorraine White DDS," $37,76,721.82 ",13.60%,flop,Average
706,Town every remember,Thriller,1984,12-06-1984,Australia," $12,10,383.46 "," $5,88,625.77 "," $12,10,383.46 "," $1,71,074.93 "," $2,65,807.80 ",7,60,3000,244,Jeremy Ray,John Perry, $-   ,0.00%,Break_even,Good Performance
